Isolate	Date	Country	Region	ORF1ab	Surface_glycoprotein	ORF3a	Envelope_protein	Membrane_glycoprotein	ORF6	ORF7a	ORF8	Nucleocapsid_phosphoprotein	ORF10	ST	CC
hCoV-19/USA/CA-ALSR-1065-SAN/2020|EPI_ISL_483495|2020-06-22	6/22/20	USA	North America	10070	26	1	1	1	1	1	1	1058	1	13531	300
hCoV-19/USA/CA-ALSR-1077-SAN/2020|EPI_ISL_483504|2020-06-22	6/22/20	USA	North America	10072	548	25	1	1	35	1	1	168	1	13533	NA
hCoV-19/USA/CA-ALSR-1076-SAN/2020|EPI_ISL_483503|2020-06-22	6/22/20	USA	North America	9958	26	1	1	1	1	1	1	4	1	13404	498
hCoV-19/USA/CA-ALSR-1080-SAN/2020|EPI_ISL_483507|2020-06-23	6/23/20	USA	North America	10073	1897	25	1	71	1	1	1	168	1	13534	NA
hCoV-19/USA/CA-ALSR-1117-SAN/2020|EPI_ISL_483540|2020-06-23	6/23/20	USA	North America	10074	26	1	1	1	1	1	1	4	1	13535	498
hCoV-19/USA/CA-ALSR-1084-SAN/2020|EPI_ISL_483511|2020-06-23	6/23/20	USA	North America	10075	1775	1	1	1	1	1	1	4	1	13536	498
hCoV-19/USA/CA-ALSR-1055-SAN/2020|EPI_ISL_483486|2020-06-23	6/23/20	USA	North America	10076	26	1	1	1	1	1	1	4	1	13537	498
hCoV-19/USA/CA-ALSR-1081-SAN/2020|EPI_ISL_483508|2020-06-23	6/23/20	USA	North America	10077	1898	757	1	1	1	1	1	1059	1	13538	NA
hCoV-19/USA/CA-ALSR-1079-SAN/2020|EPI_ISL_483506|2020-06-23	6/23/20	USA	North America	10078	1899	1	1	1	100	256	1	114	1	13539	NA
hCoV-19/USA/CA-ALSR-1074-SAN/2020|EPI_ISL_483501|2020-06-23	6/23/20	USA	North America	10080	26	1	1	1	1	257	1	1045	1	13541	NA
hCoV-19/USA/CA-ALSR-1083-SAN/2020|EPI_ISL_483510|2020-06-23	6/23/20	USA	North America	10081	26	1	1	1	1	1	1	1060	1	13542	300
hCoV-19/USA/CA-ALSR-1086-SAN/2020|EPI_ISL_483513|2020-06-23	6/23/20	USA	North America	10050	1901	25	1	1	1	1	1	1	1	13543	258
hCoV-19/USA/CA-ALSR-1075-SAN/2020|EPI_ISL_483502|2020-06-23	6/23/20	USA	North America	10085	666	25	1	23	1	1	1	1062	1	13548	NA
hCoV-19/USA/CA-ALSR-1078-SAN/2020|EPI_ISL_483505|2020-06-23	6/23/20	USA	North America	10073	1897	25	1	71	1	1	1	1063	1	13549	NA
hCoV-19/USA/CA-ALSR-1085-SAN/2020|EPI_ISL_483512|2020-06-23	6/23/20	USA	North America	9958	26	1	1	1	1	1	1	4	1	13404	498
hCoV-19/USA/CA-ALSR-1115-SAN/2020|EPI_ISL_483538|2020-06-23	6/23/20	USA	North America	10074	26	1	1	1	1	1	1	4	1	13535	498
hCoV-19/USA/CA-ALSR-1107-SAN/2020|EPI_ISL_483531|2020-06-25	6/25/20	USA	North America	10102	1909	1	1	1	1	1	1	4	1	13572	498
hCoV-19/USA/CA-UW-710/2020|EPI_ISL_491302|2020-06-30	6/30/20	USA	North America	10108	1915	25	1	65	1	1	14	806	1	13588	NA
