Isolate	Date	Country	Region	ORF1ab	Surface_glycoprotein	ORF3a	Envelope_protein	Membrane_glycoprotein	ORF6	ORF7a	ORF8	Nucleocapsid_phosphoprotein	ORF10	ST	CC
hCoV-19/USA/CA-CZB-1200/2020|EPI_ISL_450449|2020-03-26	3/26/20	USA	North America	231	26	1	1	1	1	1	1	1	1	301	301
hCoV-19/USA/CA-CZB-1201/2020|EPI_ISL_450450|2020-03-26	3/26/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CZB-1210/2020|EPI_ISL_450459|2020-03-26	3/26/20	USA	North America	52	759	1	1	1	1	1	1	39	1	6334	300
hCoV-19/USA/CA-SR0432/2020|EPI_ISL_467962|2020-03-26	3/26/20	USA	North America	4813	952	25	1	1	1	1	1	1	1	6566	258
hCoV-19/USA/CA-CSMC27/2020|EPI_ISL_475637|2020-03-26	3/26/20	USA	North America	258	26	25	1	1	1	1	1	1	1	338	338
hCoV-19/USA/CA-CSMC79/2020|EPI_ISL_475694|2020-03-26	3/26/20	USA	North America	7492	26	25	1	1	1	1	1	1	1	10140	258
hCoV-19/USA/CA-CSMC135/2020|EPI_ISL_475613|2020-03-26	3/26/20	USA	North America	846	203	576	1	1	1	1	3	14	1	10142	NA
hCoV-19/USA/CA-CSMC70/2020|EPI_ISL_475685|2020-03-26	3/26/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CSMC89/2020|EPI_ISL_475705|2020-03-26	3/26/20	USA	North America	195	26	25	1	1	1	1	1	809	1	10146	258
hCoV-19/USA/CA-CSMC77/2020|EPI_ISL_475692|2020-03-26	3/26/20	USA	North America	7500	26	519	1	1	1	1	1	1	1	10154	258
hCoV-19/USA/CA-CSMC87/2020|EPI_ISL_475703|2020-03-26	3/26/20	USA	North America	7501	26	25	1	1	1	1	1	1	1	10155	258
hCoV-19/USA/CA-CSMC84/2020|EPI_ISL_475700|2020-03-26	3/26/20	USA	North America	7502	26	1	1	1	1	1	1	39	1	10159	300
hCoV-19/USA/CA-CSMC74/2020|EPI_ISL_475689|2020-03-26	3/26/20	USA	North America	7503	26	25	1	1	1	1	1	1	1	10160	258
hCoV-19/USA/CA-CSMC72/2020|EPI_ISL_475687|2020-03-26	3/26/20	USA	North America	195	26	25	1	1	1	24	1	1	1	10161	258
hCoV-19/USA/CA-CSMC133/2020|EPI_ISL_475611|2020-03-26	3/26/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-ALSR-0697-SAN/2020|EPI_ISL_483308|2020-03-26	3/26/20	USA	North America	1246	1000	25	1	1	1	1	1	1	1	10162	258
hCoV-19/USA/CA-CSMC123/2020|EPI_ISL_475600|2020-03-26	3/26/20	USA	North America	4317	26	25	1	1	1	1	14	1	1	5874	768
hCoV-19/USA/CA-CSMC131/2020|EPI_ISL_475609|2020-03-26	3/26/20	USA	North America	850	1427	25	1	1	1	1	1	1	1	10164	258
hCoV-19/USA/CA-CSMC132/2020|EPI_ISL_475610|2020-03-26	3/26/20	USA	North America	7505	269	54	1	1	1	1	3	1	1	10168	NA
hCoV-19/USA/CA-CSMC73/2020|EPI_ISL_475688|2020-03-26	3/26/20	USA	North America	7500	26	519	1	1	1	1	1	1	1	10154	258
hCoV-19/USA/CA-CSMC83/2020|EPI_ISL_475699|2020-03-26	3/26/20	USA	North America	4317	26	25	1	1	1	1	14	1	1	5874	768
hCoV-19/USA/CA-CSMC130/2020|EPI_ISL_475608|2020-03-26	3/26/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-SR0440/2020|EPI_ISL_467967|2020-03-27	3/27/20	USA	North America	4836	26	1	1	1	1	1	1	1	1	6595	255
hCoV-19/USA/CA-CZB-1136/2020|EPI_ISL_447887|2020-03-27	3/27/20	USA	North America	4841	26	25	1	1	1	1	14	1	1	6601	768
hCoV-19/USA/CA-CZB-1209/2020|EPI_ISL_450458|2020-03-27	3/27/20	USA	North America	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/USA/CA-CSMC1/2020|EPI_ISL_467809|2020-03-27	3/27/20	USA	North America	4871	26	25	1	1	1	1	1	1	1	6648	258
hCoV-19/USA/CA-ALSR-0689-SAN/2020|EPI_ISL_483304|2020-03-27	3/27/20	USA	North America	1246	26	25	1	1	1	1	1	1	1	1682	258
hCoV-19/USA/CA-CSMC8/2020|EPI_ISL_475695|2020-03-27	3/27/20	USA	North America	7537	26	25	1	1	1	1	1	1	1	10209	258
hCoV-19/USA/CA-ALSR-0718-SAN/2020|EPI_ISL_483321|2020-03-27	3/27/20	USA	North America	7538	26	25	1	1	1	1	1	1	1	10210	258
hCoV-19/USA/CA-CSMC2/2020|EPI_ISL_475629|2020-03-27	3/27/20	USA	North America	258	1433	25	1	1	1	1	1	1	1	10217	338
hCoV-19/USA/CA-CSMC7/2020|EPI_ISL_475684|2020-03-27	3/27/20	USA	North America	7544	26	25	1	1	1	1	1	1	1	10219	258
hCoV-19/USA/CA-ALSR-0690-SAN/2020|EPI_ISL_483305|2020-03-27	3/27/20	USA	North America	231	792	1	1	1	1	1	1	4	1	10221	10221
hCoV-19/USA/CA-CSMC4/2020|EPI_ISL_475651|2020-03-27	3/27/20	USA	North America	7548	1436	1	1	1	1	1	1	39	1	10228	300
hCoV-19/USA/CA-CSMC10/2020|EPI_ISL_475574|2020-03-27	3/27/20	USA	North America	654	1	1	1	1	7	1	1	7	1	854	67
hCoV-19/USA/CA-CSMC3/2020|EPI_ISL_475640|2020-03-27	3/27/20	USA	North America	7500	26	519	1	1	1	1	1	1	1	10154	258
hCoV-19/USA/CA-ALSR-0719-SAN/2020|EPI_ISL_483322|2020-03-27	3/27/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CSMC91/2020|EPI_ISL_475708|2020-03-27	3/27/20	USA	North America	7555	14	1	1	1	1	1	3	1	1	10237	256
hCoV-19/USA/CA-CSMC9/2020|EPI_ISL_475706|2020-03-27	3/27/20	USA	North America	195	356	25	1	1	1	1	1	1	1	10243	258
hCoV-19/USA/CA-ALSR-0721-SAN/2020|EPI_ISL_483323|2020-03-27	3/27/20	USA	North America	5216	26	25	1	1	1	1	1	1	1	7131	258
hCoV-19/USA/CA-CSMC6/2020|EPI_ISL_475673|2020-03-27	3/27/20	USA	North America	195	26	25	1	1	1	1	1	306	1	10246	258
hCoV-19/USA/CA-CZB084/2020|EPI_ISL_428998|2020-03-28	3/28/20	USA	North America	791	26	25	1	1	1	1	1	1	1	1040	258
