Isolate	Date	Country	Region	ORF1ab	Surface_glycoprotein	ORF3a	Envelope_protein	Membrane_glycoprotein	ORF6	ORF7a	ORF8	Nucleocapsid_phosphoprotein	ORF10	ST	CC
hCoV-19/Wuhan/WHU02/2020|EPI_ISL_406717|2020-01-02	2020-01-02	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Wuhan/WHU01/2020|EPI_ISL_406716|2020-01-02	2020-01-02	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Wuhan/WH04/2020|EPI_ISL_406801|2020-01-05	2020-01-05	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Thailand/SI200040-NT/2020|EPI_ISL_437623|2020-01-08	2020-01-08	Thailand	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Jingzhou/HBCDC-HB-01/2020|EPI_ISL_412459|2020-01-08	2020-01-08	China	Asia	12	1	1	2	1	1	1	4	1	1	15	NA
hCoV-19/Thailand/61/2020|EPI_ISL_403962|2020-01-08	2020-01-08	Thailand	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Shenzhen/HKU-SZ-002/2020|EPI_ISL_406030|2020-01-10	2020-01-10	China	Asia	11	1	1	1	1	1	1	3	3	1	16	16
hCoV-19/Shenzhen/HKU-SZ-005/2020|EPI_ISL_405839|2020-01-11	2020-01-11	China	Asia	13	1	1	1	1	1	1	3	3	1	17	16
hCoV-19/Pingxiang/JX5/2020|EPI_ISL_421252|2020-01-11	2020-01-11	China	Asia	14	1	1	1	1	1	1	1	1	1	18	4
hCoV-19/Jiangxi/IVDC-JX-002/2020|EPI_ISL_408486|2020-01-11	2020-01-11	China	Asia	14	1	1	1	1	1	1	1	1	1	18	4
hCoV-19/Thailand/74/2020|EPI_ISL_403963|2020-01-13	2020-01-13	Thailand	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Shenzhen/SZTH-002/2020|EPI_ISL_406593|2020-01-13	2020-01-13	China	Asia	11	1	1	1	1	1	1	3	3	1	16	16
hCoV-19/Nepal/61/2020|EPI_ISL_410301|2020-01-13	2020-01-13	Nepal	Asia	4	4	1	1	1	1	1	1	1	1	19	750
hCoV-19/Shenzhen/SZTH-001/2020|EPI_ISL_406592|2020-01-13	2020-01-13	China	Asia	15	5	2	1	2	1	1	3	3	1	20	NA
hCoV-19/Guangdong/20SF012/2020|EPI_ISL_403932|2020-01-14	2020-01-14	China	Asia	11	1	1	1	1	1	1	3	3	1	16	16
hCoV-19/Sichuan/IVDC-SC-001/2020|EPI_ISL_408484|2020-01-15	2020-01-15	China	Asia	16	4	1	1	3	1	1	5	1	1	21	439
hCoV-19/Guangdong/20SF025/2020|EPI_ISL_403935|2020-01-15	2020-01-15	China	Asia	11	1	1	1	1	1	1	3	3	1	16	16
hCoV-19/Guangdong/20SF014/2020|EPI_ISL_403934|2020-01-15	2020-01-15	China	Asia	4	6	1	1	1	1	1	1	1	1	22	750
hCoV-19/Guangdong/20SF013/2020|EPI_ISL_403933|2020-01-15	2020-01-15	China	Asia	11	1	1	1	1	1	1	3	3	1	16	16
hCoV-19/Zhejiang/WZ-01/2020|EPI_ISL_404227|2020-01-16	2020-01-16	China	Asia	17	1	1	1	1	1	1	1	1	1	23	4
hCoV-19/Shenzhen/SZTH-003/2020|EPI_ISL_406594|2020-01-16	2020-01-16	China	Asia	4	1	1	1	1	1	3	1	4	1	24	4
hCoV-19/Shenzhen/SZTH-004/2020|EPI_ISL_406595|2020-01-16	2020-01-16	China	Asia	18	7	3	1	1	1	1	1	5	1	25	NA
hCoV-19/Guangdong/20SF028/2020|EPI_ISL_403936|2020-01-17	2020-01-17	China	Asia	4	8	1	1	1	1	1	1	1	1	26	750
hCoV-19/Zhejiang/WZ-02/2020|EPI_ISL_404228|2020-01-17	2020-01-17	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Yunnan/IVDC-YN-003/2020|EPI_ISL_408480|2020-01-17	2020-01-17	China	Asia	19	1	1	1	1	1	1	3	1	1	27	256
hCoV-19/Wuhan/HBCDC-HB-02/2020|EPI_ISL_412978|2020-01-17	2020-01-17	China	Asia	20	9	1	1	1	1	1	3	1	1	28	256
hCoV-19/Guangdong/20SF040/2020|EPI_ISL_403937|2020-01-18	2020-01-18	China	Asia	4	8	1	1	1	1	1	1	1	1	26	750
hCoV-19/Wuhan/HBCDC-HB-04/2020|EPI_ISL_412980|2020-01-18	2020-01-18	China	Asia	21	10	1	1	1	1	1	3	6	1	29	NA
hCoV-19/Chongqing/IVDC-CQ-001/2020|EPI_ISL_408481|2020-01-18	2020-01-18	China	Asia	22	1	1	1	1	1	1	1	1	1	30	4
hCoV-19/Wuhan/HBCDC-HB-03/2020|EPI_ISL_412979|2020-01-18	2020-01-18	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Shandong/IVDC-SD-001/2020|EPI_ISL_408482|2020-01-19	2020-01-19	China	Asia	23	1	1	1	1	1	4	1	7	1	31	67
hCoV-19/Jiangsu/IVDC-JS-001/2020|EPI_ISL_408488|2020-01-19	2020-01-19	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZCDC0001/2020|EPI_ISL_407313|2020-01-19	2020-01-19	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/USA/WA1/2020|EPI_ISL_404895|2020-01-19	2020-01-19	USA	North America	24	1	1	1	1	1	1	3	1	1	32	256
hCoV-19/Guangdong/20SF123/2020|EPI_ISL_428449|2020-01-20	2020-01-20	China	Asia	24	1	1	1	1	1	1	3	1	1	32	256
hCoV-19/Hangzhou/HZCDC0012/2020|EPI_ISL_421236|2020-01-20	2020-01-20	China	Asia	25	1	1	1	1	1	1	1	1	1	33	4
hCoV-19/Hangzhou/HZ-1/2020|EPI_ISL_406970|2020-01-20	2020-01-20	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZCDC0013/2020|EPI_ISL_421235|2020-01-20	2020-01-20	China	Asia	25	1	1	1	1	1	1	1	1	1	33	4
hCoV-19/Hong Kong/VB20017970/2020|EPI_ISL_417064|2020-01-21	2020-01-21	Hong Kong	Asia	4	1	1	1	1	1	1	1	8	1	34	4
hCoV-19/Chongqing/YC01/2020|EPI_ISL_408478|2020-01-21	2020-01-21	China	Asia	26	1	1	1	1	1	1	3	9	1	35	256
hCoV-19/Guangdong/20SF117/2020|EPI_ISL_428447|2020-01-21	2020-01-21	China	Asia	27	1	1	1	1	1	1	3	1	1	36	256
hCoV-19/Hangzhou/HZ49/2020|EPI_ISL_418442|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZCDC0049L/2020|EPI_ISL_421231|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Nanchang/JX14/2020|EPI_ISL_421243|2020-01-21	2020-01-21	China	Asia	28	1	1	1	1	1	1	3	1	1	37	256
hCoV-19/Hangzhou/HZ79/2020|EPI_ISL_418504|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZCDC0090L/2020|EPI_ISL_421229|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZCDC0091L/2020|EPI_ISL_421227|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Fujian/8/2020|EPI_ISL_411060|2020-01-21	2020-01-21	China	Asia	24	1	1	1	1	1	1	3	1	1	32	256
hCoV-19/Hangzhou/HZCDC0048L/2020|EPI_ISL_421232|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZ91/2020|EPI_ISL_418507|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Guangdong/20SF115/2020|EPI_ISL_428443|2020-01-21	2020-01-21	China	Asia	11	11	1	1	3	1	1	5	1	1	38	439
hCoV-19/Hangzhou/HZ48/2020|EPI_ISL_418441|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZ90/2020|EPI_ISL_418506|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZCDC0048/2020|EPI_ISL_421233|2020-01-21	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZ60/2020|EPI_ISL_418502|2020-01-22	2020-01-22	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Jiujiang/JX22/2020|EPI_ISL_421237|2020-01-22	2020-01-22	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Hangzhou/HZCDC0119/2020|EPI_ISL_421226|2020-01-22	2020-01-22	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Foshan/20SF210/2020|EPI_ISL_406535|2020-01-22	2020-01-22	China	Asia	29	1	1	1	1	1	1	1	1	1	39	4
hCoV-19/Australia/NSW02/2020|EPI_ISL_408976|2020-01-22	2020-01-22	Australia	Oceania	30	1	1	1	1	1	1	1	10	1	40	NA
hCoV-19/Hong Kong/XM-PII-S4/2020|EPI_ISL_417443|2020-01-22	2020-01-22	Hong Kong	Asia	31	12	1	1	1	1	1	5	3	1	41	NA
hCoV-19/Shangrao/JX29/2020|EPI_ISL_421244|2020-01-22	2020-01-22	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Hong Kong/HKU-001a/2020|EPI_ISL_434571|2020-01-22	2020-01-22	Hong Kong	Asia	32	13	1	1	3	1	1	5	1	1	42	439
hCoV-19/Foshan/20SF207/2020|EPI_ISL_406534|2020-01-22	2020-01-22	China	Asia	4	1	1	1	1	1	1	1	11	1	43	4
hCoV-19/Guangzhou/20SF206/2020|EPI_ISL_406533|2020-01-22	2020-01-22	China	Asia	33	1	1	1	1	1	1	1	12	1	44	4
hCoV-19/USA/CA2/2020|EPI_ISL_406036|2020-01-22	2020-01-22	USA	North America	34	1	4	1	1	1	1	1	1	1	45	550
hCoV-19/Vietnam/19-02S/2020|EPI_ISL_418267|2020-01-22	2020-01-22	Vietnam	Asia	35	1	1	1	1	1	1	1	1	1	46	4
hCoV-19/Vietnam/19-01S/2020|EPI_ISL_418269|2020-01-22	2020-01-22	Vietnam	Asia	35	1	1	1	1	1	1	1	1	1	46	4
hCoV-19/Foshan/20SF211/2020|EPI_ISL_406536|2020-01-22	2020-01-22	China	Asia	29	1	1	1	1	1	1	1	1	1	39	4
hCoV-19/Guangdong/20SF174/2020|EPI_ISL_406531|2020-01-22	2020-01-22	China	Asia	4	8	1	1	1	1	1	1	1	1	26	750
hCoV-19/Fujian/13/2020|EPI_ISL_411066|2020-01-22	2020-01-22	China	Asia	29	1	1	1	1	1	1	1	1	1	39	4
hCoV-19/USA/AZ1/2020|EPI_ISL_406223|2020-01-22	2020-01-22	USA	North America	19	1	1	1	1	1	1	3	3	1	47	256
hCoV-19/Canada/ON-VIDO-01/2020|EPI_ISL_425177|2020-01-23	2020-01-23	Canada	North America	36	1	1	1	1	1	1	1	4	1	48	1148
hCoV-19/France/IDF0372/2020|EPI_ISL_406596|2020-01-23	2020-01-23	France	Europe	4	14	4	1	1	1	1	1	1	1	49	NA
hCoV-19/Japan/OS-20-07-1/2020|EPI_ISL_410532|2020-01-23	2020-01-23	Japan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Thailand/SI200383-NT/2020|EPI_ISL_437622|2020-01-23	2020-01-23	Thailand	Asia	4	1	4	1	1	2	1	1	1	1	50	NA
hCoV-19/Chongqing/ZX01/2020|EPI_ISL_408479|2020-01-23	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/France/IDF0373/2020|EPI_ISL_406597|2020-01-23	2020-01-23	France	Europe	4	14	4	1	1	1	1	1	1	1	49	NA
hCoV-19/Singapore/1/2020|EPI_ISL_406973|2020-01-23	2020-01-23	Singapore	Asia	4	15	1	1	1	1	1	1	1	1	51	750
hCoV-19/Taiwan/2/2020|EPI_ISL_406031|2020-01-23	2020-01-23	Taiwan	Asia	37	1	5	1	1	1	1	1	1	1	52	550
hCoV-19/Jiangsu/JS01/2020|EPI_ISL_411950|2020-01-23	2020-01-23	China	Asia	38	1	6	1	1	1	1	1	1	1	53	4
hCoV-19/Hong Kong/HKU-902a/2020|EPI_ISL_434563|2020-01-23	2020-01-23	Hong Kong	Asia	4	1	1	1	1	1	1	1	8	1	34	4
hCoV-19/France/IDF0372-isl/2020|EPI_ISL_410720|2020-01-23	2020-01-23	France	Europe	4	14	4	1	1	1	1	1	1	1	49	NA
hCoV-19/Canada/ON-VIDO-01/2020|EPI_ISL_413015|2020-01-23	2020-01-23	Canada	North America	39	1	1	3	1	1	1	1	4	1	54	1148
hCoV-19/Hangzhou/HZ178/2020|EPI_ISL_418509|2020-01-23	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/USA/CA1/2020|EPI_ISL_406034|2020-01-23	2020-01-23	USA	North America	40	4	1	1	3	1	1	5	13	1	55	1508
hCoV-19/Hangzhou/HZ185/2020|EPI_ISL_418510|2020-01-23	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Guangdong/20SF201/2020|EPI_ISL_406538|2020-01-23	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Thailand/SI203285-NT/2020|EPI_ISL_437612|2020-01-23	2020-01-23	Thailand	Asia	41	16	1	1	1	1	1	3	1	1	56	256
hCoV-19/Fujian/3520022Y/2020|EPI_ISL_431785|2020-01-23	2020-01-23	China	Asia	42	1	1	1	1	1	1	3	14	1	57	9734
hCoV-19/Hangzhou/HZ162/2020|EPI_ISL_418508|2020-01-23	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Nanchang/JX39/2020|EPI_ISL_421248|2020-01-23	2020-01-23	China	Asia	43	1	1	1	1	1	1	3	1	1	58	256
hCoV-19/Vietnam/VR03-38142/2020|EPI_ISL_408668|2020-01-24	2020-01-24	Vietnam	Asia	11	4	1	1	3	1	1	5	1	1	59	439
hCoV-19/Jiangsu/JS02/2020|EPI_ISL_411952|2020-01-24	2020-01-24	China	Asia	44	8	7	1	1	1	1	1	1	1	60	NA
hCoV-19/Guangdong/20SF616/2020|EPI_ISL_428465|2020-01-24	2020-01-24	China	Asia	45	1	8	1	1	1	1	1	1	1	61	4
hCoV-19/Jiangsu/JS03/2020|EPI_ISL_411953|2020-01-24	2020-01-24	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Taiwan/3/2020|EPI_ISL_411926|2020-01-24	2020-01-24	Taiwan	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Australia/NSW01/2020|EPI_ISL_407893|2020-01-24	2020-01-24	Australia	Oceania	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Hangzhou/HZ477/2020|EPI_ISL_418511|2020-01-24	2020-01-24	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Shandong/LY005/2020|EPI_ISL_414938|2020-01-24	2020-01-24	China	Asia	46	1	1	1	1	1	1	3	1	1	62	256
hCoV-19/Hong Kong/HKU-902b/2020|EPI_ISL_434564|2020-01-24	2020-01-24	Hong Kong	Asia	4	1	1	1	1	1	1	1	8	1	34	4
hCoV-19/Australia/NSW04/2020|EPI_ISL_417030|2020-01-24	2020-01-24	Australia	Oceania	47	1	1	1	1	1	1	3	3	1	63	16
hCoV-19/Hangzhou/ZJU-04/2020|EPI_ISL_416046|2020-01-24	2020-01-24	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Vietnam/38142/2020|EPI_ISL_416427|2020-01-24	2020-01-24	Vietnam	Asia	11	4	1	1	3	1	1	5	1	1	59	439
hCoV-19/Malaysia/MKAK-CL-2020-5045/2020|EPI_ISL_416829|2020-01-24	2020-01-24	Malaysia	Asia	48	1	1	1	4	1	1	1	1	1	64	4
hCoV-19/Beijing/BJ54/2020|EPI_ISL_430735|2020-01-24	2020-01-24	China	Asia	49	1	1	1	1	1	1	1	1	1	65	4
hCoV-19/Beijing/Wuhan_IME-BJ01/2020|EPI_ISL_424355|2020-01-24	2020-01-24	China	Asia	50	1	1	1	1	1	1	3	3	1	66	16
hCoV-19/Hong Kong/HKU-903a/2020|EPI_ISL_434565|2020-01-24	2020-01-24	Hong Kong	Asia	51	1	1	1	1	1	1	1	7	1	67	67
hCoV-19/Beijing/BJ53/2020|EPI_ISL_430734|2020-01-24	2020-01-24	China	Asia	49	1	1	1	1	1	1	1	1	1	65	4
hCoV-19/Malaysia/MKAK-CL-2020-5047/2020|EPI_ISL_416866|2020-01-24	2020-01-24	Malaysia	Asia	4	1	1	1	5	1	1	1	1	1	68	4
hCoV-19/Zhejiang/HZ103/2020|EPI_ISL_422425|2020-01-24	2020-01-24	China	Asia	52	17	1	1	1	1	1	1	1	1	69	255
hCoV-19/Guangdong/20SF602/2020|EPI_ISL_428464|2020-01-25	2020-01-25	China	Asia	4	1	4	1	1	1	1	1	1	1	70	NA
hCoV-19/Ganzhou/JX81/2020|EPI_ISL_421242|2020-01-25	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Hangzhou/ZJU-03/2020|EPI_ISL_416044|2020-01-25	2020-01-25	China	Asia	53	1	1	1	1	1	1	1	1	1	71	4
hCoV-19/Nanchang/JX90/2020|EPI_ISL_421245|2020-01-25	2020-01-25	China	Asia	54	18	9	1	1	1	1	3	1	1	72	NA
hCoV-19/Beijing/Wuhan_IME-BJ02/2020|EPI_ISL_424356|2020-01-25	2020-01-25	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
hCoV-19/Taiwan/CGMH-CGU-01/2020|EPI_ISL_411915|2020-01-25	2020-01-25	Taiwan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Lishui/LS111/2020|EPI_ISL_429852|2020-01-25	2020-01-25	China	Asia	56	1	1	1	1	1	1	1	10	1	74	NA
hCoV-19/Hangzhou/HZ576/2020|EPI_ISL_418514|2020-01-25	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Hangzhou/HZ551/2020|EPI_ISL_418513|2020-01-25	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Australia/VIC03/2020|EPI_ISL_416411|2020-01-25	2020-01-25	Australia	Oceania	4	1	4	1	1	1	1	1	1	1	70	NA
hCoV-19/Hangzhou/HZ481/2020|EPI_ISL_418512|2020-01-25	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Australia/NSW03/2020|EPI_ISL_408977|2020-01-25	2020-01-25	Australia	Oceania	4	1	4	1	1	1	1	1	1	1	70	NA
hCoV-19/Hangzhou/HZ638/2020|EPI_ISL_418515|2020-01-25	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Shandong/LY007/2020|EPI_ISL_414940|2020-01-25	2020-01-25	China	Asia	46	1	1	1	1	1	1	3	1	1	62	256
hCoV-19/USA/WA1-A12/2020|EPI_ISL_407214|2020-01-25	2020-01-25	USA	North America	24	1	1	1	1	1	1	3	1	1	32	256
hCoV-19/Xinyu/JX122/2020|EPI_ISL_421249|2020-01-25	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
hCoV-19/Thailand/SI200433-NT/2020|EPI_ISL_437621|2020-01-25	2020-01-25	Thailand	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Canada/ON_PHL4181/2020|EPI_ISL_418327|2020-01-25	2020-01-25	Canada	North America	36	1	1	1	1	1	1	1	4	1	48	1148
hCoV-19/Shanghai/SH0002/2020|EPI_ISL_416316|2020-01-25	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	14	1	75	NA
hCoV-19/USA/WA1-F6/2020|EPI_ISL_407215|2020-01-25	2020-01-25	USA	North America	24	1	1	1	1	1	1	3	1	1	32	256
hCoV-19/Singapore/2/2020|EPI_ISL_407987|2020-01-25	2020-01-25	Singapore	Asia	4	1	1	1	5	1	1	1	1	1	68	4
hCoV-19/South Korea/KCDC03/2020|EPI_ISL_407193|2020-01-25	2020-01-25	South Korea	Asia	55	1	1	1	1	1	1	3	1	1	73	256
hCoV-19/Japan/NA-20-05-1/2020|EPI_ISL_410531|2020-01-25	2020-01-25	Japan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/Shanghai/SH0003/2020|EPI_ISL_416317|2020-01-25	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	14	1	75	NA
hCoV-19/Canada/ON-PHL2445/2020|EPI_ISL_413014|2020-01-25	2020-01-25	Canada	North America	36	1	1	1	1	1	1	1	4	1	48	1148
hCoV-19/Thailand/SI200468-NT/2020|EPI_ISL_437620|2020-01-25	2020-01-25	Thailand	Asia	57	1	1	1	1	1	1	3	1	1	76	256
hCoV-19/Hangzhou/ZJU-01/2020|EPI_ISL_415709|2020-01-25	2020-01-25	China	Asia	22	19	4	1	1	1	1	1	1	1	77	NA
hCoV-19/Hong Kong/HKPU6_2101/2020|EPI_ISL_417178|2020-01-25	2020-01-25	Hong Kong	Asia	58	1	10	1	1	1	1	1	1	1	78	NA
hCoV-19/Shangrao/JX105/2020|EPI_ISL_421239|2020-01-26	2020-01-26	China	Asia	59	1	1	1	1	1	1	3	1	1	79	256
hCoV-19/Jian/JX129/2020|EPI_ISL_421253|2020-01-26	2020-01-26	China	Asia	60	20	11	1	1	1	1	1	1	1	80	NA
hCoV-19/Hangzhou/ZJU-08/2020|EPI_ISL_416473|2020-01-26	2020-01-26	China	Asia	24	1	1	1	1	1	1	3	1	1	32	256
hCoV-19/Thailand/SI200478-NST/2020|EPI_ISL_437619|2020-01-26	2020-01-26	Thailand	Asia	61	1	4	1	1	1	1	1	1	1	81	550
hCoV-19/Xinyu/JX124/2020|EPI_ISL_421260|2020-01-26	2020-01-26	China	Asia	51	21	1	1	1	1	1	1	7	1	82	67
hCoV-19/Guangdong/20SF632/2020|EPI_ISL_428468|2020-01-26	2020-01-26	China	Asia	62	1	1	1	1	1	1	6	1	1	83	4
hCoV-19/Guangdong/20SF629/2020|EPI_ISL_428466|2020-01-26	2020-01-26	China	Asia	63	1	1	1	1	1	1	1	1	1	84	4
hCoV-19/Beijing/105/2020|EPI_ISL_413518|2020-01-26	2020-01-26	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
hCoV-19/Hong Kong/HKU-903b/2020|EPI_ISL_434566|2020-01-27	2020-01-27	Hong Kong	Asia	51	1	1	1	1	1	1	1	7	1	67	67
hCoV-19/Cambodia/0012/2020|EPI_ISL_411902|2020-01-27	2020-01-27	Cambodia	Asia	4	1	12	1	1	1	1	1	1	1	85	4
hCoV-19/Guangdong/20SF758/2020|EPI_ISL_428473|2020-01-27	2020-01-27	China	Asia	64	1	1	1	1	1	1	1	1	1	86	4
hCoV-19/Hong Kong/HKU-907a/2020|EPI_ISL_434567|2020-01-27	2020-01-27	Hong Kong	Asia	65	1	1	1	1	1	1	3	1	1	87	256
hCoV-19/Beijing/Wuhan_IME-BJ05/2020|EPI_ISL_424359|2020-01-27	2020-01-27	China	Asia	66	1	1	1	1	1	1	1	1	1	88	4
hCoV-19/USA/CA6/2020|EPI_ISL_410044|2020-01-27	2020-01-27	USA	North America	67	1	1	1	1	1	1	1	1	1	89	4
hCoV-19/Hong Kong/HKU-908a/2020|EPI_ISL_434569|2020-01-27	2020-01-27	Hong Kong	Asia	68	1	1	1	1	1	1	1	1	1	90	4
